,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
223,Mala,Mala,Disponible,Abundante,Abundante,Abundante,20-40,Poco disponible,Disponible,Disponible,Poco disponible,Disponible
224,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
225,Mala,Mala,Escaso,Abundante,Poco disponible,Abundante,41-60,Escaso,Escaso,Raro,Poco disponible,Frecuente
226,Mala,Mala,Frecuente,Escaso,Abundante,Poco disponible,123-142,Escaso,Abundante,Poco disponible,Poco disponible,Disponible
227,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
228,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
229,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Abundante,Poco disponible,Abundante
230,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
231,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Poco disponible,61-81,Raro,Raro,Frecuente,Abundante,Abundante
232,Mala,Mala,Escaso,Frecuente,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Poco disponible,Escaso
233,Mala,Mala,Raro,Poco disponible,Poco disponible,Poco disponible,143-163,Disponible,Disponible,Poco disponible,Disponible,Disponible
234,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Abundante,Poco disponible
235,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Poco disponible
236,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Escaso,Poco disponible,Poco disponible
237,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,102-122,Escaso,Abundante,Raro,Disponible,Disponible
238,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,102-122,Comun,Común,Común,Disponible,Disponible
239,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,143-163,Comun,Común,Común,Disponible,Disponible
240,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Escaso,Poco disponible
241,Mala,Mala,Raro,Poco disponible,Abundante,Poco disponible,102-122,Comun,Común,Raro,Disponible,Disponible
242,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,123-142,Comun,Común,Común,Disponible,Disponible
243,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,41-60,Disponible,Disponible,Raro,Disponible,Disponible
244,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,143-163,Escaso,Frecuente,Raro,Disponible,Disponible
245,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Raro,Raro,Abundante,Poco disponible,Raro
246,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
247,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Escaso,Raro,Poco disponible,Poco disponible
248,Mala,Buena,Disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Raro,Disponible,Disponible
249,Mala,Mala,Poco disponible,Frecuente,Escaso,Escaso,143-163,Comun,Común,Común,Disponible,Disponible
250,Mala,Mala,Disponible,Frecuente,Escaso,Escaso,61-81,Frecuente,Raro,Poco disponible,Disponible,Abundante
251,Mala,Mala,Disponible,Escaso,Abundante,Abundante,164-183,Comun,Común,Común,Disponible,Disponible
252,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Poco disponible,Disponible
253,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,102-122,Disponible,Poco disponible,Escaso,Poco disponible,Frecuente
254,Mala,Buena,Frecuente,Escaso,Poco disponible,Normal,20-40,Comun,Común,Común,Disponible,Disponible
255,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
256,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
257,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Frecuente,Abundante,Disponible,Disponible
258,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Poco disponible,Disponible
259,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Abundante,Poco disponible,Disponible,Raro,Poco disponible
260,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Poco disponible,Escaso
261,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Disponible,Disponible,Disponible,Disponible,Frecuente
262,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Raro,Común,Común,Poco disponible,Disponible
263,Mala,Mala,Abundante,Escaso,Abundante,Normal,41-60,Raro,Frecuente,Común,Raro,Poco disponible
264,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Abundante,Poco disponible,Frecuente
265,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Poco disponible,Abundante,Poco disponible
266,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Abundante,Disponible,Disponible
267,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,20-40,Raro,Común,Común,Poco disponible,Poco disponible
268,Mala,Mala,Disponible,Abundante,Abundante,Abundante,143-163,Poco disponible,Abundante,Abundante,Raro,Abundante
269,Mala,Mala,Poco disponible,Escaso,Escaso,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
270,Mala,Mala,Poco disponible,Abundante,Abundante,Escaso,61-81,Comun,Raro,Poco disponible,Disponible,Disponible
271,Mala,Mala,Poco disponible,Poco disponible,Abundante,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
272,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Escaso,Abundante,Abundante
273,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Escaso,Frecuente,Raro,Disponible,Poco disponible
274,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,41-60,Abundante,Escaso,Frecuente,Disponible,Disponible
275,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
276,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,102-122,Escaso,Escaso,Raro,Abundante,Disponible
277,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Poco disponible,Escaso,Poco disponible,Poco disponible
278,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Abundante,Frecuente,Poco disponible,Poco disponible,Poco disponible
279,Mala,Mala,Poco disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
280,Mala,Mala,Poco disponible,Escaso,Poco disponible,Escaso,20-40,Comun,Común,Poco disponible,Abundante,Disponible
281,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Poco disponible,Disponible,Poco disponible,Frecuente
282,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Disponible
283,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Abundante
284,Mala,Mala,Poco disponible,Frecuente,Abundante,Escaso,123-142,Frecuente,Raro,Común,Disponible,Disponible
285,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,82-101,Escaso,Abundante,Disponible,Poco disponible,Abundante
286,Mala,Mala,Poco disponible,Frecuente,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Abundante
287,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
288,Mala,Mala,Escaso,Poco disponible,Abundante,Abundante,61-81,Disponible,Disponible,Disponible,Poco disponible,Abundante
289,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,61-81,Raro,Raro,Escaso,Abundante,Poco disponible
290,Mala,Mala,Frecuente,Escaso,Abundante,Escaso,61-81,Abundante,Escaso,Común,Frecuente,Poco disponible
291,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Raro,Común,Común,Poco disponible,Disponible
292,Mala,Mala,Frecuente,Escaso,Abundante,Escaso,61-81,Escaso,Frecuente,Común,Poco disponible,Poco disponible
293,Mala,Mala,Disponible,Poco disponible,Poco disponible,Escaso,20-40,Abundante,Abundante,Escaso,Poco disponible,Frecuente
294,Mala,Mala,Abundante,Poco disponible,Abundante,Abundante,20-40,Abundante,Abundante,Escaso,Disponible,Disponible
295,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Raro,Raro,Poco disponible,Disponible,Disponible
296,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
297,Mala,Mala,Poco disponible,Escaso,Poco disponible,Abundante,20-40,Comun,Común,Común,Poco disponible,Raro
298,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Poco disponible
299,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Comun,Común,Escaso,Disponible,Disponible
300,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
301,Mala,Mala,Escaso,Abundante,Poco disponible,Normal,184-205,Disponible,Disponible,Disponible,Abundante,Poco disponible
302,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Disponible,Poco disponible
303,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,20-40,Escaso,Frecuente,Poco disponible,Abundante,Disponible
304,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,143-163,Comun,Común,Común,Disponible,Disponible
305,Mala,Mala,Poco disponible,Disponible,Abundante,Disponible,20-40,Comun,Común,Común,Poco disponible,Poco disponible
306,Mala,Mala,Poco disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Común,Abundante,Disponible
307,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Raro,Disponible,Disponible
308,Mala,Mala,Abundante,Abundante,Poco disponible,Disponible,41-60,Raro,Raro,Común,Abundante,Disponible
309,Mala,Mala,Disponible,Escaso,Abundante,Escaso,164-183,Raro,Raro,Común,Escaso,Disponible
310,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
311,Mala,Mala,Abundante,Poco disponible,Poco disponible,Poco disponible,41-60,Abundante,Poco disponible,Escaso,Disponible,Disponible
312,Mala,Mala,Abundante,Abundante,Disponible,Poco disponible,20-40,Disponible,Poco disponible,Disponible,Poco disponible,Poco disponible
313,Mala,Mala,Escaso,Frecuente,Poco disponible,Normal,61-81,Poco disponible,Poco disponible,Abundante,Escaso,Poco disponible
314,Mala,Mala,Disponible,Escaso,Poco disponible,Normal,41-60,Comun,Común,Común,Poco disponible,Disponible
315,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Disponible,Disponible,Disponible,Poco disponible,Escaso
316,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
317,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
318,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
319,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
320,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,82-101,Comun,Común,Común,Disponible,Disponible
321,Mala,Mala,Escaso,Escaso,Escaso,Normal,61-81,Comun,Común,Escaso,Frecuente,Poco disponible
322,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Disponible,Poco disponible,Abundante,Poco disponible,Disponible
323,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Frecuente,Frecuente,Frecuente,Disponible,Disponible
324,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Raro,Frecuente,Abundante,Abundante,Disponible
325,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,102-122,Disponible,Abundante,Abundante,Poco disponible,Disponible
326,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Abundante,Frecuente,Frecuente,Disponible
327,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,41-60,Escaso,Escaso,Frecuente,Abundante,Poco disponible
328,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Poco disponible,Abundante,Frecuente,Disponible,Disponible
329,Mala,Mala,Poco disponible,Escaso,Poco disponible,Abundante,41-60,Escaso,Escaso,Frecuente,Poco disponible,Disponible
330,Mala,Mala,Abundante,Poco disponible,Poco disponible,Poco disponible,20-40,Escaso,Abundante,Disponible,Poco disponible,Disponible
331,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Poco disponible,Raro
332,Mala,Mala,Abundante,Abundante,Abundante,Poco disponible,61-81,Poco disponible,Abundante,Frecuente,Poco disponible,Poco disponible
333,Mala,Mala,Abundante,Poco disponible,Disponible,Poco disponible,20-40,Comun,Común,Escaso,Abundante,Abundante
334,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Abundante,Escaso,Frecuente,Escaso,Poco disponible
335,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Abundante,Abundante,Abundante,Poco disponible,Raro
336,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,0-19,Escaso,Escaso,Común,Poco disponible,Escaso
337,Mala,Buena,Poco disponible,Abundante,Poco disponible,Abundante,143-163,Comun,Común,Escaso,Disponible,Disponible
338,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
339,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,41-60,Frecuente,Escaso,Disponible,Poco disponible,Disponible
340,Mala,Buena,Poco disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
341,Mala,Mala,Poco disponible,Escaso,Escaso,Normal,123-142,Comun,Común,Común,Disponible,Disponible
342,Mala,Mala,Abundante,Disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Poco disponible
343,Mala,Mala,Disponible,Escaso,Abundante,Poco disponible,102-122,Disponible,Poco disponible,Disponible,Disponible,Disponible
344,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,123-142,Comun,Común,Común,Disponible,Disponible
345,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Frecuente,Común,Disponible,Disponible
346,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Escaso,Poco disponible
347,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,82-101,Comun,Común,Escaso,Disponible,Disponible
348,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Poco disponible,Poco disponible
349,Mala,Mala,Abundante,Abundante,Poco disponible,Abundante,61-81,Abundante,Poco disponible,Disponible,Disponible,Poco disponible
350,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
351,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
352,Mala,Mala,Disponible,Abundante,Abundante,Abundante,82-101,Raro,Raro,Abundante,Disponible,Disponible
353,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Frecuente,Frecuente,Poco disponible,Poco disponible,Escaso
354,Mala,Mala,Disponible,Abundante,Abundante,Escaso,184-205,Comun,Común,Común,Disponible,Disponible
355,Mala,Mala,Frecuente,Frecuente,Escaso,Poco disponible,82-101,Abundante,Escaso,Escaso,Poco disponible,Abundante
356,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
357,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Poco disponible,Disponible
358,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Raro,Común,Disponible,Disponible
359,Mala,Buena,Poco disponible,Abundante,Poco disponible,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
360,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Disponible,Disponible,Disponible,Disponible,Disponible
361,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
362,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Escaso,Abundante,Disponible,Disponible,Disponible
363,Mala,Mala,Abundante,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
364,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
365,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,102-122,Disponible,Disponible,Abundante,Poco disponible,Disponible
366,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,20-40,Comun,Común,Común,Disponible,Poco disponible
367,Mala,Buena,Poco disponible,Abundante,Poco disponible,Abundante,61-81,Abundante,Escaso,Común,Disponible,Disponible
368,Mala,Mala,Frecuente,Escaso,Abundante,Normal,82-101,Raro,Raro,Poco disponible,Disponible,Disponible
369,Mala,Buena,Abundante,Poco disponible,Poco disponible,Poco disponible,61-81,Disponible,Disponible,Escaso,Disponible,Disponible
370,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
371,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
372,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
373,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Escaso,20-40,Comun,Común,Raro,Disponible,Poco disponible
374,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,82-101,Comun,Común,Común,Disponible,Disponible
